epoch,train_loss,train_acc1,test_loss,test_acc1,test_acc5,gap_loss,lr,epoch_time_s,busy_frac,wait_time_s,peak_mem_mb,mb_sent,msgs_sent,recompute_micro,max_snapshots,bwd_overlap_minibatches,samples,cum_time_s
122,0.00519,99.964,1.17083,71.76,91.33,1.16564,0.0029648525118005187,16.907,0.933|0.797,0.81|2.46,863.4|401.8,3120.0|3120.0,520|260,0|0,0|2,176,49920,2066.47
123,0.00511,99.958,1.1712,71.55,91.2,1.16609,0.0028222641933652115,17.245,0.930|0.780,0.90|2.86,862.7|401.7,3120.0|3120.0,520|260,0|0,0|2,170,49920,2083.71
124,0.0051,99.968,1.17204,71.56,91.21,1.16694,0.0026826244280108436,17.136,0.934|0.785,0.82|2.72,862.7|401.9,3120.0|3120.0,520|260,0|0,0|2,162,49920,2100.85
125,0.00515,99.958,1.16969,71.72,91.28,1.16455,0.002545990578570404,16.922,0.934|0.794,0.82|2.59,862.7|401.9,3120.0|3120.0,520|260,0|0,0|2,170,49920,2117.77
126,0.00528,99.954,1.16958,71.57,91.19,1.1643,0.0024124187730720915,17.982,0.925|0.759,1.03|3.32,863.4|401.8,3120.0|3120.0,520|260,0|0,0|2,132,49920,2135.75
127,0.00489,99.962,1.16495,71.78,91.24,1.16006,0.0022819638816823796,16.933,0.931|0.796,0.87|2.59,862.7|401.7,3120.0|3120.0,520|260,0|0,0|2,175,49920,2152.69
128,0.0049,99.968,1.16462,71.83,91.16,1.15972,0.002154679494165829,17.242,0.936|0.782,0.80|2.79,863.4|401.8,3120.0|3120.0,520|260,0|0,0|2,184,49920,2169.93
129,0.00498,99.97,1.16317,71.69,91.35,1.15819,0.002030617897870851,17.15,0.928|0.782,0.93|2.81,863.4|401.6,3120.0|3120.0,520|260,0|0,0|2,167,49920,2187.08
130,0.00499,99.968,1.16534,71.78,91.24,1.16036,0.0019098300562505265,17.29,0.921|0.803,1.04|2.45,863.4|401.9,3120.0|3120.0,520|260,0|0,0|2,166,49920,2204.37
131,0.005,99.964,1.16494,71.7,91.29,1.15995,0.0017923655879272394,16.998,0.933|0.799,0.83|2.48,862.7|402.7,3120.0|3120.0,520|260,0|0,0|2,143,49920,2221.37
132,0.0049,99.97,1.16062,72.02,91.38,1.15572,0.0016782727463097624,16.858,0.932|0.790,0.85|2.63,862.7|401.8,3120.0|3120.0,520|260,0|0,0|2,144,49920,2238.22
133,0.0049,99.964,1.15968,71.7,91.32,1.15478,0.0015675983997711796,17.102,0.932|0.796,0.84|2.51,862.7|401.9,3120.0|3120.0,520|260,0|0,0|2,167,49920,2255.33
134,0.00501,99.962,1.16335,71.9,91.31,1.15835,0.0014603880123957448,16.869,0.933|0.798,0.82|2.42,863.4|401.7,3120.0|3120.0,520|260,0|0,0|2,188,49920,2272.19
